	board	thread_no	post_no	subject	author	email	tripcode	capcode	date	user_id	body
11	housekeeping	1240182945	12		Big Tits	sage			2009-04-20 12:01:21	cRtgrTfv0	" スレタイのみでスレッド削除は問題ありですが、 
消しても消しても的な進行であれば、削除人さんの独自の判断でスレ削除はOKかと思うです。"
12	housekeeping	1240182945	13		ΟΔΥΣΣΕΥΣ		Ga8lHqDY3g	＠Apparently admin	2009-04-20 12:16:58	???0	" >>11 
I　can't see the movie from here. 
There are to many threads like that to delete them. 
When there is a deletion request, it should be deleted."
13	housekeeping	1240182945	14		ΟΔΥΣΣΕΥΣ		Ga8lHqDY3g	＠Apparently admin	2009-04-20 12:23:47	???0	" When a board or BBS is moderated, then the moderator takes responsibility. 
bbspink is to big to moderate. It is impossible to see all the posts that are posted daily. 
So it is Unmoderated, not moderated. 
If someone posts a deletion request, then it becomes necessary to check into it. 
Example: Mr. Smith decides to search through a bbs and become its moderator. 
He finds many things that are objectionable to him. Since Mr. Smith is a deletion volunteer 
he is actively looking for things to delete. This makes him a moderator. It is an act of taking 
responsibility. 
Here is another example of things that happen sometimes. 
Mr. Brown does not like Mr. Smith, so Mr. Brown reports Mr. Smith posts as objectionable. 
Then he requests that they be deleted. This silences Mr. Smith if they are deleted. 
The only thing wrong with Mr. Smith posts was that Mr. Brown did not like Mr. Smith. 
We have to use our thinking caps to make sure we don't delete this type of material Only reported posts should be deleted, and the deleter should be able to understand the reason for the deletion. If he does not, then the post should not be deleted."
14	housekeeping	1240182945	15			sage		削魔除	2009-04-20 12:26:17	???0	" >>12 
Big Tits！ 
No！！　No！！！　No！！！！！　　(・＿・、)"
15	housekeeping	1240182945	16		ΟΔΥΣΣΕΥΣ		Ga8lHqDY3g	＠Apparently admin	2009-04-20 12:36:00	???0	" >>12　はい　そう　です 
大丈夫　です"
16	housekeeping	1240182945	17		名無しさん＠ピンキー	sage			2009-04-20 12:59:10	L0bcEFnX0	" 簡易翻訳用にどうぞ。 
http://upload.jpn.ph/10/bin/bin0731.zip.html 
DLKey:jim"
17	housekeeping	1240182945	18			sage		削魔除	2009-04-20 13:00:06	???0	" It is cache to worry in the confirmation work. 
Deleter is troubled.  

?@　It is necessary for deleter to watch an allied future image.  
?A　Deleter does not need to watch an image of the link future. 

?@or?A？"
18	housekeeping	1240182945	19		ΟΔΥΣΣΕΥΣ		Ga8lHqDY3g	＠Apparently admin	2009-04-20 16:13:32	???0	" >>18 
はい　だけあって　です"
19	housekeeping	1240182945	20			sage		削魔除	2009-04-20 16:36:50	???0	" >>19 
english please."
20	housekeeping	1240182945	21		名無しさん＠ピンキー	sage			2009-04-20 16:46:31	05ACnHsd0	 機種依存文字使うからそうなる
21	housekeeping	1240182945	22		ΟΔΥΣΣΕΥΣ		Ga8lHqDY3g	＠Apparently admin	2009-04-20 16:51:05	???0	" >>20 
You are correct sir."
22	housekeeping	1240182945	23			sage		削魔除	2009-04-20 17:25:01	???0	" >>18 one more again. 

It is cache to worry in the confirmation work.  
Deleter is troubled.  

1　It is necessary for deleter to watch an allied future image.  
2　Deleter does not need to watch an image of the link future.  

1 or 2 ?"
23	housekeeping	1240182945	24		名無しさん＠ピンキー	sage			2009-04-21 04:49:50	5fpyU5BC0	" 削除作業の妨害です。 
妨害する人達はどうしたらいいでしょうか？ 

■ 児童ポルノ 通報・削除専用 ■ 
http://babiru.bbspink.com/test/read.cgi/housekeeping/1237412916"
24	housekeeping	1240182945	25		Sato	sage			2009-04-21 06:17:55	lyuzVDVV0	" >>24 is 

There are many people interfering with deletion work in this thread.  
What will you do with interfering people? 
What should we do? 

■ Child pornography report and delete. ■  
http://babiru.bbspink.com/test/read.cgi/housekeeping/1237412916"
25	housekeeping	1240182945	26		ΟΔΥΣΣΕΥΣ		Ga8lHqDY3g	＠Apparently admin	2009-04-21 16:39:19	???0	" ＞＞２３ 
２"
26	housekeeping	1240182945	27		ΟΔΥΣΣΕΥΣ		Ga8lHqDY3g	＠Apparently admin	2009-04-21 16:41:42	???0	" ＞＞２５ 
がんばる　です"
27	housekeeping	1240182945	28		名無しさん＠ピンキー	sage			2009-04-21 19:03:06	chaXNOki0	" The demand for Mr. Jim is OK? here.  

Could you increase those who delete it more? 
The matter stagnates now though it is not understood how many those who delete it exist.  

When it is not possible to translate well, I'm sorry."
28	housekeeping	1240182945	29		Sato				2009-04-21 19:26:43	lyuzVDVV0	" example. 
http://babiru.bbspink.com/test/read.cgi/housekeeping/1237412916/382 

http://babiru.bbspink.com/test/read.cgi/housekeeping/1237412916/384 

These are unrelated reports.  
These are so malicious harassment. 
It is complained that I delete it without watching this.  

""Why did you delete it. 
It isn't child pornography."" 

However, I do not want to look. 

Should we delete all the reported things? - of in a Child pornography thread. 


>>28　is 
Please increase deleter people more. 
The reason is because work of the deletion is delayed."
29	housekeeping	1240182945	30		名無しさん＠ピンキー	sage			2009-04-22 00:06:51	VYhBFjD40	" ジムさん、こんばんわ 
問題です 
↓の写真はポルノですか？アメリカのサーバーで公開されているようます 
あうと？せーふ？ 

SEXUAL MATURATION OF EARLY-MATURING GIRL AT SEMIANNUAL INTERVALS FROM AGE 9.0-14.0. 
ttp://visibletime.ararchive.com/_Adolescent_Period02_.jpg"
30	housekeeping	1240182945	31		名無しさん＠ピンキー	sage			2009-04-22 06:47:32	jFxC46E+0	" ★090422 BBSPINK 児童ポルノ案件報告スレッド 
http://qb5.2ch.net/test/read.cgi/sec2chd/1240346207/"
31	housekeeping	1240182945	32		ΟΔΥΣΣΕΥΣ		Ga8lHqDY3g	＠Apparently admin	2009-04-22 16:42:17	???0	" >>29 
Don't worry, if it was really important, they will post it   again"
32	housekeeping	1240182945	33			sage		削除屋佐藤K	2009-04-22 18:08:22	???0	" >32 
Thank you.  
I delete on all request thread of child porno it entirely."
33	housekeeping	1240182945	34		ΟΔΥΣΣΕΥΣ		Ga8lHqDY3g	＠Apparently admin	2009-04-23 07:33:32	???0	" >>33 
It is good. Thank you for your good work."
34	housekeeping	1240182945	35		名無しさん＠ピンキー	sage			2009-04-24 17:33:36	IlfNCuh7P	" >>31 
とりあえず掘ってもらった、その後はどうするの？ 
こちらからの要望とかは？1レスでも規制？PINKのみ？2ch含めて全規制？"
35	housekeeping	1240182945	36		名無しさん＠ピンキー	sage			2009-04-24 19:04:34	wDHGntH80	" 2chさん含めては不可能と思います、特に今回の場合。 
2ちゃんねるさんの重要削除の中に 
> 目的に関わらず、児童ポルノの入手に関わる書き込みは一律削除します。 
がありません。 

ここからは「困る人」Jimさんでしょうか"
36	housekeeping	1240182945	37					削魔除	2009-04-24 21:20:32	???0	" Jim-san. 

http://qb5.2ch.net/test/read.cgi/sec2chd/1240346207/39 

They are the people who violated a guideline-8. 
They talk about the acquisition of the child pornography. 
It is an important post delete object. 

When it is usual.   
When the same person contributes it many times, it is limited a note. 
ARASHI. 

But, there is little the number of times this time.  
However, a problem is big.  
Jim-san talk with FOX-san and would decide?"
37	housekeeping	1240182945	38		名無しさん＠ピンキー	sage			2009-04-24 22:32:23	QVjdlNN/0	" 「jimとfoxが話をして決めてください。」　か。 

これで本当に決まったら、大笑い、かな。"
38	housekeeping	1240182945	39		名無しさん＠ピンキー	sage			2009-04-24 22:47:35	IhnAszHJ0	" ISPへの報告だけにして規制発動は待ったしてほしひ 
巻き込まれるのはいやづら"
39	housekeeping	1240182945	40		名無しさん＠ピンキー	sage			2009-04-24 23:16:15	nxsleKUd0	" これは面白いねえ。 
URLの中身が児ポかそうじゃないかどうか判断するプロセスが確立しないままに、 
規制が発動し得るかも知れない話なわけで。 

事と次第によっては、本格的にBBSPINKから撤退かな。その準備はできてるし。"
40	housekeeping	1240182945	41		名無しさん＠ピンキー	sage			2009-04-24 23:25:00	IlfNCuh7P	" >>40 
じゃあこれ以降は気にせずしっかり撤退してください。 
つか、余計な発言は止めておいたほうがｗ 

以下、報告 


http://babiru.bbspink.com/test/read.cgi/housekeeping/1240182945/40 2009/04/24 23:16:15 ID:nxsleKUd0"
41	housekeeping	1240182945	42		名無しさん＠ピンキー	sage			2009-04-24 23:27:42	nxsleKUd0	" ほんとほんと、触らぬ神に祟り無しですなあ。 
要らんとばっちりはごめんですよｗ"
42	housekeeping	1240182945	43		名無しさん＠ピンキー	sage			2009-04-24 23:40:45	IlfNCuh7P	 自分からの報告はしっかり( ﾟдﾟ )るけどね、ついでのおまけで通報もしてるし。
43	housekeeping	1240182945	44		ΟΔΥΣΣΕΥΣ		Ga8lHqDY3g	＠Apparently admin	2009-04-25 06:45:06	???0	" >>37 
I will talk to Fox-san soon."
44	housekeeping	1240182945	45			sage		削除屋佐藤K	2009-04-25 07:01:48	???0	" Good morning. 

This is my personal opinion.  
I think that ［nttcgi046176.tcgi.nt.adsl.ppp.infoweb.ne.jp］ and ［33.182.183.58.megaegg.ne.jp］ and  
●[FhtN8KO/nxmOv1kg] had better regulate it. 
Because the reason is because they talk about the acquisition of the child pornography mainly."
45	housekeeping	1240182945	46		ΟΔΥΣΣΕΥΣ		Ga8lHqDY3g	＠Apparently admin	2009-04-25 07:35:59	???0	" >>45 
Please tell me how."
46	housekeeping	1240182945	47					EROyVmNwwM	2009-04-25 08:16:20	???0	" Hello Jim-san 
Tokyo of this morning is raining. 

The child pornography problem is important for PINK. 
It is not likely to be able to solve it only by the deletion. 
Even a restriction alone will not be able to be solved. 
Of course, the report system and the release system cannot solve it. 
If of each cooperates, the maximum effect might be demonstrated. 
The discussion for cooperation is not done now. 

79-san and I participated before and the kiddie porn was discussed. 
■児童ポルノ芋掘り議論■ 
http://set.bbspink.com/test/read.cgi/erobbs/1221223982/ 
■児童ポルノ芋掘り議論■ 
http://set.bbspink.com/test/read.cgi/erobbs/1221752423/ 
■児童ポルノ芋掘り議論■3 
http://set.bbspink.com/test/read.cgi/erobbs/1225206733/ 

I think that the discussion is necessary if a new mechanism is made. 
I think that we should discuss it now.  
------------------------------------------------------------ 
こんにちは、Jim-san 
今朝の東京は雨が降っています。 

児童ポルノ問題はPINKにとって重要です。 
削除だけでは解決できないでしょう。 
書き込み規制だけでも解決できないでしょう。 
もちろん、報告や規制解除でも解決できません。 
それぞれが連携すれば最大限の効果を発揮するでしょう。 
現在は議論も行われていません。 

児童ポルノについて79さんや私が参加して議論してきました。 
■児童ポルノ芋掘り議論■ 
http://set.bbspink.com/test/read.cgi/erobbs/1221223982/ 
■児童ポルノ芋掘り議論■ 
http://set.bbspink.com/test/read.cgi/erobbs/1221752423/ 
■児童ポルノ芋掘り議論■3 
http://set.bbspink.com/test/read.cgi/erobbs/1225206733/ 

新たな仕組みを作るならば議論が必要と私は思います。 
今は議論するべき時期と私は思います。"
47	housekeeping	1240182945	48			sage		削除屋佐藤K	2009-04-25 08:40:29	???0	" >46 
Is it a way of the limits regulation?  
We do not know it."
48	housekeeping	1240182945	49		名無しさん＠ピンキー	sage			2009-04-25 08:59:37	P9Kdvx9S0	" >>37 
違法性のあるものを掘って貰ったんだろ。 
通報は自分でしろよ。 
いわゆる「支部案件」なんだから。 
　↓参照 
■ 何やら犯罪のにおいがする投稿 No.5 
http://qb5.2ch.net/test/read.cgi/sec2ch/1184206057/"
49	housekeeping	1240182945	50		名無しさん＠ピンキー	sage			2009-04-25 20:22:51	DMV+y1pI0	" >>46 
HOST restriction is requested from FOXsan.  
(http://qb5.2ch.net/test/read.cgi/sec2chd/1240225083/) 

●(2ちゃんねるビューア) restriction is requested from ● Management Division of N.T.Technology.  
(http://qb5.2ch.net/test/read.cgi/sec2ch/1066901962/)"
50	housekeeping	1240182945	51		名無しさん＠ピンキー	sage			2009-04-25 21:59:37	hYf8XAvb0	" >>50 
下側に関して。掘られて規制されていないものは書いていいのでしょうか？"
51	housekeeping	1240182945	52		名無しさん＠ピンキー	sage			2009-04-25 23:46:03	DMV+y1pI0	 ふつーにダメだろ
52	housekeeping	1240182945	53		名無しさん＠ピンキー				2009-04-27 06:05:44	e/jlrmG30	" This is about the child pornography. 

I want to know your thought.  
""I (Jimsan) think that the regulation by only one note is severe."" or   
""I (Jimsan) think that we should regulate even only one note."" 

Which is it? 
http://qb5.2ch.net/test/read.cgi/sec2chd/1240346207/l50 
(Please write it this thread too.) 

The regulation is this...........  
The violator cannot make a note for a constant period.  
But violator can browse."
53	housekeeping	1240182945	54		名無しさん＠ピンキー				2009-04-27 06:17:28	e/jlrmG30	" http://qb5.2ch.net/test/read.cgi/sec2chd/1240346207/38-39 

http://qb5.2ch.net/test/read.cgi/sec2chd/1240346207/73-75"
54	housekeeping	1240182945	55		名無しさん＠ピンキー				2009-04-30 21:16:51	AmpJqfkj0	" Jim-san, hello.  
Was your broken machine recovered?  
Write the opinion about your child porno to this thread please. 
http://qb5.2ch.net/test/read.cgi/sec2chd/1240346207/l50"
55	housekeeping	1240182945	56		名無しさん＠ピンキー				2009-05-06 09:29:50	b13SHhG90	 事務
56	housekeeping	1240182945	57		あひるちゃん		z0WvbsWRgg		2009-05-10 14:48:33	CQiwnp6C0	" ■児童ポルノ芋掘り議論■3 
http://set.bbspink.com/test/read.cgi/erobbs/1225206733/ 
で遊んでたけどさ、 
お前らカリフォルニア州の児童ポルノ法の解説でどの部分が削除に該当するか、 
名無しにわかるようjimにちゃんと聞いてねーから揉め事になってるぞ。 
名無しにも理解できるよう法律を説明しとかないとさ、 
削除する貴様ら含めて児童ポルノで逮捕されるかもしれん 
ロシアンルーレットが続くぞ。 

ニュー速でアニヲタとロリコンにスレ乗っ取られて腹たってる 
俺みたいなのがさ、ネタでpinkの現状を書いてサンフランシスコのFBIに 
摘発して！！！なんてチクル奴がでないと限らないだろ？ 

★持ちはさ、カリフォルニア州法の児童ポルノがどんな概要で 
何が削除にあたるか、日本から貼付けたロリコンは逮捕されるのかとか聞いとけ 

スレで遊んでた感じだと何だろうな、未成年の服をきたホモセクシャルの 
画像も児童ポルノに該当するのか揉めてたから、同性愛者の未成年者の 
性的描写が無い写真でもアダルト掲示板にアップしたらポルノとみなされ違法なのか 
とか 
未成年者の写真をアダルト掲示板にアップすることも同様に違法なのか 
とか 
漫画アニメもアメリカで違憲判決でたらしいけど、カリフォルニアの州法だと 
現行のまま違法なのかとか 

削除曖昧で困ってるもん含めて質問まとめてみたらいいんでねーかな。"
57	housekeeping	1240182945	58		名無しさん＠ピンキー				2009-05-11 21:45:14	XxSQ48uX0	" 児童ポルノの定義について 

今現在、◆witch2enocが児童ポルノの定義を広げ、ありとあらゆる物を削除し、 
アクセス禁止の要請をしています。 
その中には、このような画像を投稿した物にまで及んでいます。 
>http://up7.pandoravote.net/img/kawaJK_0001611.jpg 
何気ない会話も、児童ポルノの取引を示唆しているとして、これも同じように扱っています。 

女子高生物（制服を着ただけの成人も、含む）、盗撮物、幼く見えるポルノ女優物、 
これらが◆witch2enocにより、児童ポルノとして扱われるようになっています。 

もし、上記にあげた物が児童ポルノだと認定されるようになれば、 
PINKちゃんねるに存在する板の２〜３割前後は児童ポルノ板として削除対象になる可能性があります。 

投稿者の多くは、児童ポルノとは、児童そのものが性的行為を行っている物、と考えています。 
しかし、◆witch2enocは、その新しい定義を、一切示さず、ブラックボックスのまま、削除をして、アクセス禁止の要請を行っているのです。 

これは決して少なくない、投稿者達の脅威となっています。 
なにが児童ポルノであるのか、その基準は◆witch2enocの中にしか存在していないからです。 

◆witch2enocは、JIMから了解を取った、警察にも確認したと主張しています。 
しかし、なにが児童ポルノかと言うことは、口を閉じています。 

明示されない、そして★のなかですら共有されていない現状で、◆witch2enocの行為は、 
投稿者利用者にとって、脅威をもたらす物でしかないのです。 
いついかなる理由で児童ポルノ投稿者として裁かれるか、予想もつかないのだから。 

児童ポルノとは、児童そのものが性的行為を行っている物、という、日本人の常識を立脚点にして、 
どうか児童ポルノの定義について、明示してもらえないでしょうか。"
58	housekeeping	1240182945	59		名無しさん＠ピンキー	sage			2009-05-11 21:55:39	ISmfCD39P	" DAIちゃん、その画像には続きがあるって★の人達はみんな気付いちゃったよ！ 
向こうでも言ったけど、PINKは巡回しなくていいからね。"
59	housekeeping	1240182945	60		名無しさん＠ピンキー	sage			2009-05-11 21:58:58	XxSQ48uX0	" >>59 
俺は 
 ★090422 BBSPINK 児童ポルノ案件報告スレッド 
http://qb5.2ch.net/test/read.cgi/sec2chd/1240346207/178-180 
これを元に言ってる。 
ログは削除され、証拠がない。 
★の人もログを出してくれと言ってますよ。 
あと議論したいなら、こっちへ行ってください 
■児童ポルノ芋掘り議論■3 
http://set.bbspink.com/test/read.cgi/erobbs/1225206733/"
60	housekeeping	1240182945	61		名無しさん＠ピンキー	sage			2009-05-11 22:23:31	ISmfCD39P	" 単に駄々をこねてる人を相手にするのって疲れるし。 
現状で騒いでる人達が極々少数なわけで。 
それでPINKが終わるなら終わりでいいし。 
つーか、 

Jｉ〜m come back〜！ ＞(ﾟдﾟ（　*　）"
61	housekeeping	1240182945	62		名無しさん＠ピンキー				2009-05-11 23:12:12	Ia/DmmiT0	 79の後任がみつからなければ、掲示板を閉鎖すべきです
62	housekeeping	1240182945	63		名無しさん＠ピンキー	sage			2009-05-11 23:17:29	ISmfCD39P	 79の後任がみつからなければ、掲示板を見なければいいってのもありますよん。
63	housekeeping	1240182945	64		名無しさん＠ピンキー	sage			2009-05-11 23:23:08	XxSQ48uX0	 P2使ってこんな所に書き込むなんて、と思ったら削魔除か
64	housekeeping	1240182945	65		名無しさん＠ピンキー	sage			2009-05-11 23:30:04	ISmfCD39P	 とりあえず攻撃対象がないと落ち着かない人なのかな？
65	housekeeping	1240182945	66		名無しさん＠ピンキー	sage			2009-05-12 05:29:47	ex3cLXns0	" JK物は脱いであろうとなかろうと関係なく全てアウトなのか、それとも脱いでるものだけアウトなのか、それだけ答えてほしいね。 

全てアウトなら、かなりの人間が来なくなるだけ。 
JK画像を貼る掲示板は結構あるからね。"
66	housekeeping	1240182945	67		名無しさん＠ピンキー	sage			2009-05-12 09:00:59	XEOEtmRG0	 じゃ、来るな。
67	housekeeping	1240182945	68		名無しさん＠ピンキー	sage			2009-05-12 22:31:07	Qq+/M07UP	" >>60 
http://set.bbspink.com/test/read.cgi/erobbs/1225206733/751 
> 今回logを取ってないとのことですがズラーッと書いてある何枚もの一枚が 
> あれだったらどうでしょう。そしてそれが何回も貼られる。 
他の児ポ画像とセットで貼られていたうちの一枚だからダメ 
242のリクに応えて削除済み画像を貼ったことが悪質だからダメ 
転載や引用でも児ポのリンクを貼ってはダメ 
なのでしょう 

http://venus.bbspink.com/test/read.cgi/ascii/1239937099/129 
> ttp://up*****************1.jpg 
> ttp://up*****************2.jpg 
> ttp://up*****************3.jpg 
> ttp://up*****************4.jpg 
> ttp://up*****************5.jpg 
> ttp://up*****************6.jpg 
> ttp://up*****************7.jpg 
> ttp://up*****************8.jpg 

http://venus.bbspink.com/test/read.cgi/ascii/1239937099/242 
> >>129 
> の一枚目希望します 

http://venus.bbspink.com/test/read.cgi/ascii/1239937099/246 
> >>242 
> ttp://up*****************1.jpg"
68	housekeeping	1240182945	69		名無しさん＠ピンキー	sage			2009-05-12 23:33:46	jNKBHj7P0	" >>68 
削魔除はこの画像は児童ポルノとして認定しています 

■児童ポルノ芋掘り議論■3 
http://set.bbspink.com/test/read.cgi/erobbs/1225206733/603 
603 名前： ◆witch2enoc [sage] 投稿日：2009/05/10(日) 10:40:57 ID:zGtesAV5 
>>567 
仲直りもなにも、元から何も無いですよ 
********************************* 
グラビアの人を出すかたがいらっしゃいますが一群は除く等の考え浮かばないのでしょうか 


ここでは１番偉いことになっている「管理人」から 
そのことはBBSに書かないでくださいと言われたものをなぜ書けましょう？ 

>>601の画像は>>601の画像で×なのですよ 
しかも何度も繰り返し貼っています"
69	housekeeping	1240182945	70		ΟΔΥΣΣΕΥΣ	sage	Ga8lHqDY3g	＠Apparently admin	2009-05-13 16:46:12	???0	" >>60 
I am back."
70	housekeeping	1240182945	71		名無しさん＠ピンキー	sage			2009-06-23 12:32:11	5G8bfiT60	" http://set.bbspink.com/test/read.cgi/erobbs/1238806339/550 

> hmm, this sounds more like you putting words in my mouth. I　keep it simple in English 
> and in Japanese not because of lack of words, but to make certain I am understood. 

I am sorry that if you felt that way.  I think that your words sometimes 
too short and lacked specifics.  And I would like to show you what kind  
of action is likly to be expected us to hear from you with those multiple choices. 

I am not exactly sure the reasons why those deletion request is not processed  
by volunteer deleters.   

But I supposed it might be : 
　1) The lack of a deletion leader 
　　- 79-san almost handled all priority deletion request by herself  
　　- Deleter's motivation is dampened with lack of a person to get advise frankly in Japanese 
　2) Few active volunteer deleter 
　　- It seems even an old and experienced volunteer deleters hesitant to handle 
　　　Priority deletion request because of its delicacy 
　　- Too few active deleters makes the experienced deleters to handle 
　　　too much regular deletion requests first and exhausted to do others."
71	housekeeping	1240182945	72		ΟΔΥΣΣΕΥΣ	sage	YE6tMtjT7Q8t	＠Apparently admin	2009-06-24 15:37:06	???0	" >>71 
This is a better venue for the discussion. Thank you for moving it here. 
I am sorry that I am not so elequent. Your english is completely understandable. 
It is doubtful that 79 will return to deletion. I　would not keep your hopes up on that. 
In time someone will come along that will enjoy doing that and will get along well with 
others.  
That person should be wise, kind, and able to make decisions that are both popular, 
and correct. 
They also need to be than ななしーさん　to me. 
Thank you for your well thought out input 名無しーさん"
72	housekeeping	1240182945	73		フェルム		P2CH/FDim.		2009-07-09 18:31:49	BVK9smeK0	" まぁ、移動してやるか。何て寛大なヤツなんだ俺。 
http://set.bbspink.com/test/read.cgi/erobbs/1238806339/648-n から移動。 

Jim. 
http://set.bbspink.com/test/read.cgi/erobbs/1238806339/707 
Is this correct?"
73	housekeeping	1240182945	74		フェルム		P2CH/FDim.		2009-07-09 18:37:41	BVK9smeK0	" Jimの寄生虫と当初は多くの人間から見られ、侮蔑の目を向けられ続けていた79さんが、 
どうして多く人間の同情を集め、協力を申し出る人間を集められたと思う？Jimさんよ。 
それは彼女が多くを語ってくれたからだよ。たとえ下手くそであっても、彼女なりの真剣さをもって 
俺たちに向き合って色々と語ってくれたからだ。 
だから、俺たちは彼女の人間性を把握できたし、彼女の状況を把握することが出来たし、協力を 
申し出るかどうか判断することが出来た。 

俺たちはJimが何を考えているのか分からない。 
だからいつもJimに対して疑心暗鬼さ。おまけに、Jimに対してネガティブな情報ばかり俺たちは 
持っている。 

自分を悪者のままにしたくないのなら、Jimはもっと真剣に語るべきだ。 

---------  
Please translate ↑, too."
74	housekeeping	1240182945	75		ΟΔΥΣΣΕΥΣ	sage	YE6tMtjT7Q8t	＠Apparently admin	2009-07-10 07:39:19	???0	" >>74 
この　問題　ど　して　も　とけない　んです。 
ど　やれば　いい　か　おしえて　下さい。 

btw 
おちつっきなしあ。そんあ　に　おさわき　する　ほど　の　こと　じゃ　ない　でしょ。"
75	housekeeping	1240182945	76		フェルム		P2CH/FDim.		2009-07-10 09:19:51	vwf7Phzn0	" 大騒ぎするほどのことだ。 
「なぜ、BBSPINKと２ちゃんねるの削除システムが分裂したのか？」 
これについては、今まで ひろゆき や FOX の見解ばかり聞かされていた。 
あとは、 79さん の見解も。結論として、 悪者はJimだ ということだ。 

しかし、悪者とされるJim本人からは大した情報を得られていない。 
悪者のJimの視点で、「3年前に一体何が起こったのか？」「何故、こんなことになったのか」 
を語ってもらうのは、俺たちにとって大いに興味のあるところだ。 

>>75 
どうやれば良いかって？ 
方法は色々ある。自分でもっと考えろ。 

一つの方法に、>>74で書いた通り、 
http://sakura02.bbspink.com/test/read.cgi/housekeeping/1156313163/等で 
蔓延しきったJimサイドへのダーティなイメージの払拭を目指すこと。 
そのためには79さんがやっていた通り、あらゆるBBSPINKやJimへの罵詈雑言を 
受け止めて、逃げずにきちんと答えること。 

もう一つの方法に、Jim以外のクリーンなイメージの人間をBBSPINKの前面に立たせること。 
この場合、Jimは悪者のままでも大丈夫だろう。 

さらに一つの方法に、BBSPINKを一旦閉鎖し、良いイメージも悪いイメージも全てリセットしてしまうこと。 

最後に、このまま放置しておいて、成り行きにまかせること。"
